Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2017-095T08:58:59.9138Z [Apr 05] ( 24.005,  90.312)        147            35       2       7     1466
2017-095T08:58:59.9585Z [Apr 05] ( 22.900,  91.544)        157            25       2       7     1466
2017-095T08:59:00.1931Z [Apr 05] ( 22.734,  91.473)        306           196       5      16     1466
2017-095T08:59:00.2217Z [Apr 05] ( 24.046,  90.882)        324           222       7      21     1466
2017-095T08:59:00.3308Z [Apr 05] ( 22.889,  91.401)        273           266       5      12     1466
2017-095T08:59:00.3539Z [Apr 05] ( 23.342,  91.395)        667           193       4      24     1466
2017-095T08:59:00.4705Z [Apr 05] ( 22.786,  91.351)         93           136       3       6     1466
2017-095T08:59:00.7961Z [Apr 05] ( 22.956,  91.425)        154           405       5      10     1466
2017-095T08:59:00.8413Z [Apr 05] ( 24.119,  90.988)        183           148       5      11     1466
2017-095T08:59:01.4283Z [Apr 05] ( 22.820,  91.336)        362           263       9      19     1466
2017-095T08:59:01.5554Z [Apr 05] ( 22.704,  91.422)        231           143       2       9     1466
2017-095T08:59:01.7544Z [Apr 05] ( 24.078,  90.925)        195           220       5      12     1466
2017-095T08:59:01.8363Z [Apr 05] ( 22.830,  91.538)        124            61       3       9     1466
2017-095T08:59:01.8614Z [Apr 05] ( 23.023,  91.568)       2357           417      18      95     1466
2017-095T08:59:01.9388Z [Apr 05] ( 22.903,  91.444)        266           123       3      12     1466
2017-095T08:59:02.4167Z [Apr 05] ( 23.449,  91.021)        489           262       8      20     1466
2017-095T08:59:02.4378Z [Apr 05] ( 22.826,  91.440)        122             0       1       4     1466
2017-095T08:59:02.7192Z [Apr 05] ( 24.017,  90.992)        864           289       4      29     1466
2017-095T08:59:02.9875Z [Apr 05] ( 22.806,  91.498)         87           215       4       7     1466
2017-095T08:59:03.0665Z [Apr 05] ( 22.429,  91.560)        860             7       5      23     1466
2017-095T08:59:03.4493Z [Apr 05] ( 24.016,  90.824)        709           189       7      28     1466
2017-095T08:59:03.6538Z [Apr 05] ( 22.922,  91.378)         79            46       2       4     1466
2017-095T08:59:03.6986Z [Apr 05] ( 22.766,  91.446)         65             0       1       4     1466
2017-095T08:59:03.7433Z [Apr 05] ( 24.029,  90.323)       1010           442      16      55     1466
2017-095T08:59:03.9830Z [Apr 05] ( 22.697,  91.447)         82           138       2       6     1466
2017-095T08:59:04.0639Z [Apr 05] ( 22.866,  91.421)        179           418       7      12     1466
2017-095T08:59:04.5130Z [Apr 05] ( 22.775,  91.343)        791           761      21      44     1466
2017-095T08:59:04.8301Z [Apr 05] ( 23.485,  91.034)        231           429       5      14     1466
2017-095T08:59:04.9804Z [Apr 05] ( 22.932,  91.521)       1098           619      15      52     1466
2017-095T08:59:04.9950Z [Apr 05] ( 24.111,  89.880)        103            33       2       7     1466
2017-095T08:59:05.0000Z [Apr 05] ( 22.825,  91.469)         14             0       1       1     1466
2017-095T08:59:05.3708Z [Apr 05] ( 24.215,  91.064)       1170           436      24      55     1466
2017-095T08:59:05.6251Z [Apr 05] ( 22.800,  91.549)         44             0       1       3     1466
2017-095T08:59:05.8221Z [Apr 05] ( 22.909,  91.699)       1792           533      24      87     1466
2017-095T08:59:05.8542Z [Apr 05] ( 22.782,  91.821)       1290           508      30      81     1466
2017-095T08:59:05.8557Z [Apr 05] ( 22.808,  91.444)         97           283       3       5     1466
2017-095T08:59:06.0762Z [Apr 05] ( 22.742,  91.365)        199           116       2       7     1466
2017-095T08:59:06.1818Z [Apr 05] ( 22.935,  91.419)        239           145       5      14     1466
2017-095T08:59:06.3355Z [Apr 05] ( 22.639,  91.814)        117            30       4       9     1466
2017-095T08:59:06.3662Z [Apr 05] ( 22.973,  91.483)         16             0       1       1     1466
2017-095T08:59:06.9536Z [Apr 05] ( 22.853,  91.357)        199           291       4      11     1466
2017-095T08:59:07.0948Z [Apr 05] ( 22.883,  91.685)        179             0       1       8     1466
2017-095T08:59:07.2938Z [Apr 05] ( 22.138,  91.606)       1860            99      13      53     1466
2017-095T08:59:07.4672Z [Apr 05] ( 23.027,  91.530)         23            11       2       2     1466
2017-095T08:59:07.6730Z [Apr 05] ( 23.077,  91.572)        668            28       6      22     1466
2017-095T08:59:07.7072Z [Apr 05] ( 22.749,  91.410)         29            41       2       2     1466
2017-095T08:59:07.7660Z [Apr 05] ( 22.970,  91.582)        170           111       5      11     1466
2017-095T08:59:07.7750Z [Apr 05] ( 24.396,  91.203)        253           152       5      15     1466
2017-095T08:59:07.8735Z [Apr 05] ( 24.066,  90.904)        191           166       4      11     1466
2017-095T08:59:07.9218Z [Apr 05] ( 24.081,  90.988)        128            28       4      10     1466
2017-095T08:59:08.3549Z [Apr 05] ( 22.823,  91.357)         66            71       3       4     1466
2017-095T08:59:09.2773Z [Apr 05] ( 22.905,  91.429)        112             0       1       5     1466
2017-095T08:59:09.3401Z [Apr 05] ( 22.804,  91.517)         45           121       3       3     1466
2017-095T08:59:09.3938Z [Apr 05] ( 23.459,  91.021)        631           246       9      24     1466
2017-095T08:59:09.4687Z [Apr 05] ( 22.800,  91.361)        166           279       3       7     1466
2017-095T08:59:09.7340Z [Apr 05] ( 24.237,  90.981)        787           299      10      36     1466
2017-095T08:59:09.7873Z [Apr 05] ( 24.034,  90.779)         90            68       4       7     1466
2017-095T08:59:09.7928Z [Apr 05] ( 24.019,  90.901)        615           200       9      32     1466
2017-095T08:59:09.8737Z [Apr 05] ( 22.698,  91.429)         38            53       2       3     1466
2017-095T08:59:10.2445Z [Apr 05] ( 23.435,  91.061)       1073           411      17      43     1466
2017-095T08:59:10.2571Z [Apr 05] ( 23.078,  91.425)        651           379      10      32     1466
2017-095T08:59:10.4339Z [Apr 05] ( 23.039,  91.311)         90           184       6       7     1466
2017-095T08:59:10.4465Z [Apr 05] ( 24.064,  89.685)         22             0       1       2     1466
2017-095T08:59:10.5164Z [Apr 05] ( 22.858,  91.564)         12             0       1       1     1466
2017-095T08:59:11.2630Z [Apr 05] ( 23.193,  91.389)       1009           216       7      41     1466
2017-095T08:59:11.3238Z [Apr 05] ( 22.956,  91.518)        117           154       2       8     1466
2017-095T08:59:11.3741Z [Apr 05] ( 22.730,  91.372)        507           214       7      21     1466
2017-095T08:59:11.3846Z [Apr 05] ( 22.831,  91.456)        583           472      13      26     1466
2017-095T08:59:11.3866Z [Apr 05] ( 22.733,  91.518)         17             0       1       1     1466
2017-095T08:59:11.9042Z [Apr 05] ( 24.478,  91.244)        144           528       8      12     1466
2017-095T08:59:12.4444Z [Apr 05] ( 22.821,  91.333)        140           168       5       8     1466
2017-095T08:59:12.7600Z [Apr 05] ( 24.269,  89.881)         14             0       1       1     1466
2017-095T08:59:12.8153Z [Apr 05] ( 23.987,  90.827)        962           606      14      44     1466
2017-095T08:59:12.9856Z [Apr 05] ( 24.171,  89.777)         15             0       1       1     1466
2017-095T08:59:13.2720Z [Apr 05] ( 22.752,  91.536)        289           187       7      14     1466
2017-095T08:59:13.5172Z [Apr 05] ( 22.725,  91.469)        232           375       6      13     1466
2017-095T08:59:13.5976Z [Apr 05] ( 24.061,  90.891)        544           175       8      28     1466
2017-095T08:59:13.8680Z [Apr 05] ( 22.858,  91.447)        120             0       1       5     1466
2017-095T08:59:13.9775Z [Apr 05] ( 22.996,  91.656)       2605           615      18     100     1466
2017-095T08:59:14.4014Z [Apr 05] ( 24.122,  89.789)         96           107       4       7     1466
2017-095T08:59:14.4517Z [Apr 05] ( 22.935,  91.465)        317           257       4      15     1466
2017-095T08:59:15.4614Z [Apr 05] ( 22.865,  91.389)        215           180       6      14     1466
2017-095T08:59:15.6262Z [Apr 05] ( 22.950,  91.328)         25             0       1       2     1466
2017-095T08:59:15.6297Z [Apr 05] ( 22.806,  91.471)         29            68       2       2     1466
2017-095T08:59:15.6654Z [Apr 05] ( 22.818,  91.540)         12             0       1       1     1466
2017-095T08:59:15.8860Z [Apr 05] ( 24.042,  90.959)        113            82       6       7     1466
2017-095T08:59:16.2513Z [Apr 05] ( 24.000,  89.798)        129             0       1       7     1466
2017-095T08:59:16.2799Z [Apr 05] ( 22.911,  91.523)         92           175       2       6     1466
2017-095T08:59:16.5985Z [Apr 05] ( 22.773,  91.443)         22             0       1       1     1466
2017-095T08:59:16.8613Z [Apr 05] ( 22.762,  91.373)         43           173       2       3     1466
2017-095T08:59:16.9422Z [Apr 05] ( 23.438,  91.083)       1153           393      14      49     1466
2017-095T08:59:17.0548Z [Apr 05] ( 22.897,  91.371)         35             0       1       2     1466
2017-095T08:59:17.2385Z [Apr 05] ( 22.165,  91.630)        169           252       6      12     1466
2017-095T08:59:17.5415Z [Apr 05] ( 22.803,  91.410)         11             0       1       1     1466
2017-095T08:59:17.5485Z [Apr 05] ( 24.008,  90.778)         67             0       1       3     1466
2017-095T08:59:17.5591Z [Apr 05] ( 22.922,  91.514)         22            39       2       2     1466
2017-095T08:59:18.1723Z [Apr 05] ( 22.703,  91.417)        147             0       1       4     1466
2017-095T08:59:18.2024Z [Apr 05] ( 22.779,  91.336)        325           256       6      16     1466
2017-095T08:59:18.3763Z [Apr 05] ( 22.805,  91.562)         89            48       2       5     1466
2017-095T08:59:18.4426Z [Apr 05] ( 24.015,  90.803)         88            87       3       7     1466
2017-095T08:59:18.6682Z [Apr 05] ( 24.295,  89.951)         76           222       4       6     1466
2017-095T08:59:18.7843Z [Apr 05] ( 22.852,  91.393)         17             0       1       1     1466
2017-095T08:59:19.2230Z [Apr 05] ( 24.182,  89.957)       1244           477      14      60     1466
2017-095T08:59:19.3075Z [Apr 05] ( 22.962,  91.467)        328           386       8      22     1466
2017-095T08:59:19.3145Z [Apr 05] ( 22.796,  91.343)         18             0       1       1     1466
2017-095T08:59:19.4396Z [Apr 05] ( 23.444,  91.030)       1020           175      11      39     1466
2017-095T08:59:19.6100Z [Apr 05] ( 23.064,  91.616)        590           587      16      36     1466
2017-095T08:59:19.6366Z [Apr 05] ( 24.066,  89.711)         62             0       1       4     1466
2017-095T08:59:19.7854Z [Apr 05] ( 22.201,  91.573)         62            19       2       4     1466
2017-095T08:59:20.1435Z [Apr 05] ( 24.264,  91.030)        164           132       4       8     1466
2017-095T08:59:20.2259Z [Apr 05] ( 22.732,  91.364)         70            46       3       4     1466
2017-095T08:59:20.2420Z [Apr 05] ( 24.411,  91.753)        322           545       4      20     1466
2017-095T08:59:20.3244Z [Apr 05] ( 22.236,  91.488)        100             1       2       5     1466
2017-095T08:59:21.0063Z [Apr 05] ( 22.859,  91.535)        238           445       6      14     1466
2017-095T08:59:21.3179Z [Apr 05] ( 23.037,  91.526)        460           300       8      27     1466
2017-095T08:59:21.7084Z [Apr 05] ( 22.929,  91.523)        364           227       6      17     1466
2017-095T08:59:21.7154Z [Apr 05] ( 23.953,  90.272)         13             0       1       1     1466
2017-095T08:59:22.0270Z [Apr 05] ( 22.799,  91.369)         48             0       1       2     1466
2017-095T08:59:22.1807Z [Apr 05] ( 22.782,  91.512)         57             0       1       3     1466
2017-095T08:59:22.2561Z [Apr 05] ( 24.035,  89.848)         84           286       4       7     1466
2017-095T08:59:22.5983Z [Apr 05] ( 23.482,  91.008)         70           130       4       5     1466
2017-095T08:59:22.6109Z [Apr 05] ( 24.044,  89.802)        260           393       5      12     1466
2017-095T08:59:22.7395Z [Apr 05] ( 23.969,  90.797)         12             0       1       1     1466
2017-095T08:59:22.8611Z [Apr 05] ( 24.024,  90.781)         67            80       2       4     1466
2017-095T08:59:23.1719Z [Apr 05] ( 22.912,  91.607)        135           171       6      11     1466
2017-095T08:59:23.3423Z [Apr 05] ( 23.442,  91.040)        340           196       9      16     1466
2017-095T08:59:23.5965Z [Apr 05] ( 24.063,  90.987)        526           257       9      27     1466
2017-095T08:59:23.8111Z [Apr 05] ( 23.944,  90.838)       1165           521       9      49     1466
2017-095T08:59:23.9368Z [Apr 05] ( 22.849,  91.454)         75           109       4       6     1466
2017-095T08:59:24.3188Z [Apr 05] ( 22.757,  91.317)        172           316       5      10     1466
2017-095T08:59:24.6088Z [Apr 05] ( 23.981,  90.272)         28            53       2       2     1466
2017-095T08:59:24.7233Z [Apr 05] ( 22.759,  91.561)         76           381       5       6     1466
2017-095T08:59:24.8897Z [Apr 05] ( 22.906,  91.121)         14             0       1       1     1466
2017-095T08:59:25.0580Z [Apr 05] ( 22.822,  91.448)        125           115       3       8     1466
2017-095T08:59:25.2038Z [Apr 05] ( 23.993,  90.792)         56            20       2       4     1466
2017-095T08:59:25.5585Z [Apr 05] ( 22.878,  91.368)         60           325       3       4     1466
2017-095T08:59:25.8394Z [Apr 05] ( 22.746,  91.490)         12             0       1       1     1466
2017-095T08:59:25.8862Z [Apr 05] ( 22.714,  91.336)         11             0       1       1     1466
2017-095T08:59:26.1633Z [Apr 05] ( 24.158,  89.811)        787           329      13      51     1466
2017-095T08:59:26.2191Z [Apr 05] ( 24.052,  90.909)        237           159       7      14     1466
2017-095T08:59:26.4286Z [Apr 05] ( 23.419,  91.015)        869           324      18      36     1466
2017-095T08:59:26.4733Z [Apr 05] ( 22.999,  91.628)       1448           540      16      63     1466
2017-095T08:59:26.5824Z [Apr 05] ( 22.936,  91.383)        256           426       7      16     1466
2017-095T08:59:27.2775Z [Apr 05] ( 23.217,  92.335)        119           295       4       8     1466
2017-095T08:59:27.4564Z [Apr 05] ( 22.792,  91.339)        915           417      15      40     1466
2017-095T08:59:27.5569Z [Apr 05] ( 22.873,  91.603)         23            32       2       2     1466
2017-095T08:59:27.6800Z [Apr 05] ( 22.910,  91.446)        153           191       6       8     1466
2017-095T08:59:27.7016Z [Apr 05] ( 24.026,  90.825)         25            57       2       2     1466
2017-095T08:59:27.7699Z [Apr 05] ( 23.090,  91.476)        225           116       3      12     1466
2017-095T08:59:28.4176Z [Apr 05] ( 22.925,  91.498)        243           111       5      14     1466
2017-095T08:59:28.6397Z [Apr 05] ( 23.162,  91.320)        133            11       2       8     1466
2017-095T08:59:28.9422Z [Apr 05] ( 22.849,  91.433)        141            71       2       5     1466
2017-095T08:59:29.5095Z [Apr 05] ( 23.996,  90.922)        114           129       2       5     1466
2017-095T08:59:29.6688Z [Apr 05] ( 24.201,  91.043)        408           186      14      26     1466
2017-095T08:59:29.6834Z [Apr 05] ( 22.745,  91.420)        536           257      10      21     1466
2017-095T08:59:29.9503Z [Apr 05] ( 22.704,  91.361)        220           259       4      12     1466
2017-095T08:59:30.2870Z [Apr 05] ( 24.052,  90.907)         33           160       3       3     1466
2017-095T08:59:30.4176Z [Apr 05] ( 23.956,  90.276)         13             0       1       1     1466
2017-095T08:59:30.4357Z [Apr 05] ( 23.416,  91.050)        659           300      15      26     1466
2017-095T08:59:30.5342Z [Apr 05] ( 22.858,  91.335)         21             0       1       1     1466
2017-095T08:59:31.2538Z [Apr 05] ( 24.126,  89.835)         58             0       1       4     1466
2017-095T08:59:31.2914Z [Apr 05] ( 22.925,  91.455)        263           261       8      13     1466
2017-095T08:59:31.5598Z [Apr 05] ( 22.752,  91.566)         23             0       1       2     1466
2017-095T08:59:31.5779Z [Apr 05] ( 22.861,  91.540)        168           135       3       8     1466
2017-095T08:59:31.6975Z [Apr 05] ( 23.993,  90.816)         86           306       3       6     1466
2017-095T08:59:32.2742Z [Apr 05] ( 23.979,  89.700)         44            55       3       3     1466
2017-095T08:59:32.4536Z [Apr 05] ( 23.456,  91.013)        170            80       9       9     1466
2017-095T08:59:33.6280Z [Apr 05] ( 23.428,  90.988)        123            18       4       6     1466
2017-095T08:59:33.8963Z [Apr 05] ( 24.081,  91.031)        262           375       7      13     1466
2017-095T08:59:34.1812Z [Apr 05] ( 22.883,  91.463)        194           182       3      11     1466
2017-095T08:59:34.3510Z [Apr 05] ( 22.783,  91.334)         12             0       1       1     1466
2017-095T08:59:34.3852Z [Apr 05] ( 23.427,  92.619)       1838           424      29      75     1466
2017-095T08:59:34.4942Z [Apr 05] ( 24.354,  91.126)        451           114       7      20     1466
2017-095T08:59:34.9817Z [Apr 05] ( 24.435,  91.228)        409           241       7      21     1466
2017-095T08:59:35.1555Z [Apr 05] ( 22.795,  91.460)        106            76       2       6     1466
2017-095T08:59:35.2787Z [Apr 05] ( 23.446,  91.024)        388           201       9      21     1466
2017-095T08:59:36.4881Z [Apr 05] ( 23.401,  91.021)        516           501      13      28     1466
2017-095T08:59:37.1801Z [Apr 05] ( 22.917,  91.477)         59           157       2       3     1466
2017-095T08:59:37.4917Z [Apr 05] ( 24.042,  90.774)        240           463       7      19     1466
2017-095T08:59:38.1844Z [Apr 05] ( 24.043,  90.992)        114           134       4       9     1466
2017-095T08:59:38.7105Z [Apr 05] ( 24.243,  90.973)        218            14       3      12     1466
2017-095T08:59:38.8447Z [Apr 05] ( 23.017,  91.506)         91           111       3       5     1466
2017-095T08:59:39.1730Z [Apr 05] ( 23.956,  90.813)        512           681      12      28     1466
2017-095T08:59:39.4112Z [Apr 05] ( 24.030,  90.930)        279           438       7      16     1466
2017-095T08:59:39.4253Z [Apr 05] ( 24.128,  89.782)        277           264       3      17     1466
2017-095T08:59:40.2433Z [Apr 05] ( 23.444,  91.008)        626           106       8      26     1466
2017-095T08:59:41.6215Z [Apr 05] ( 23.976,  90.901)         50           177       3       3     1466
2017-095T08:59:42.1306Z [Apr 05] ( 24.206,  89.861)        174           273       5      14     1466
2017-095T08:59:43.1974Z [Apr 05] ( 24.150,  91.060)        257           507       4      15     1466
2017-097T17:00:56.5241Z [Apr 07] ( 26.214,  91.244)        178           155       7      15     1502
2017-097T17:01:12.0648Z [Apr 07] ( 26.359,  91.475)        162             7       3       8     1502
2017-097T17:01:20.6175Z [Apr 07] ( 26.400,  91.498)        152            23       3      10     1502
2017-097T17:01:25.9235Z [Apr 07] ( 26.382,  91.516)        347           194       8      21     1502
2017-097T17:01:29.9167Z [Apr 07] ( 26.372,  91.480)        122            80       6      10     1502
2017-097T17:01:36.2417Z [Apr 07] ( 26.395,  91.513)         56           110       2       5     1502
2017-097T17:01:40.0384Z [Apr 07] ( 26.423,  91.535)         14             0       1       1     1502
2017-097T17:01:44.1589Z [Apr 07] ( 26.389,  91.610)        314            41       7      20     1502
2017-097T17:01:46.2292Z [Apr 07] ( 26.358,  91.503)        250             8       2      11     1502
2017-097T17:01:56.0946Z [Apr 07] ( 26.391,  91.510)         61            48       2       6     1502
2017-097T17:01:58.7604Z [Apr 07] ( 26.481,  89.906)         44            17       2       4     1502
2017-097T17:02:02.6079Z [Apr 07] ( 26.393,  91.499)         77           171       3       5     1502
2017-097T17:02:09.5332Z [Apr 07] ( 26.377,  91.513)        254           241       7      14     1502
2017-097T17:02:14.2708Z [Apr 07] ( 26.342,  89.737)         68            66       3       5     1502
2017-097T17:02:15.5478Z [Apr 07] ( 26.400,  91.496)        473           331      10      28     1502
2017-097T17:02:20.5906Z [Apr 07] ( 26.381,  91.506)         77           114       4       6     1502
2017-097T17:02:25.0996Z [Apr 07] ( 26.360,  91.476)         56           119       4       5     1502
2017-097T17:02:33.6705Z [Apr 07] ( 26.397,  91.456)         51           113       4       4     1502
2017-097T17:02:35.3337Z [Apr 07] ( 26.341,  91.451)         22             0       1       2     1502
2017-097T17:02:35.7960Z [Apr 07] ( 26.066,  91.251)        218           229       6      16     1502
2017-099T16:53:26.8828Z [Apr 09] ( 25.215,  91.378)         21            26       2       2     1533
2017-099T16:53:30.4582Z [Apr 09] ( 25.209,  91.327)         33            26       2       2     1533
2017-099T16:53:38.2861Z [Apr 09] ( 25.066,  90.676)        217           168      10      14     1533
2017-099T16:53:48.9194Z [Apr 09] ( 25.029,  90.690)        948           453      19      48     1533
2017-099T16:53:52.7032Z [Apr 09] ( 25.077,  90.831)         18             0       1       1     1533
2017-099T16:53:57.4359Z [Apr 09] ( 25.054,  90.748)         74           100       3       7     1533
2017-099T16:54:51.6035Z [Apr 09] ( 25.178,  90.709)         21            30       2       2     1533
2017-105T05:06:53.8860Z [Apr 15] ( 26.485,  93.267)         20             0       1       1     1619
2017-105T05:06:58.3315Z [Apr 15] ( 26.920,  93.140)         18             0       1       1     1619
2017-105T05:06:59.3997Z [Apr 15] ( 26.801,  93.193)       3434           721      29     124     1619
2017-105T05:07:02.4529Z [Apr 15] ( 26.874,  93.128)         51             0       1       2     1619
2017-105T05:07:07.4145Z [Apr 15] ( 26.872,  93.161)        178           164       5      11     1619
2017-105T05:07:10.9808Z [Apr 15] ( 26.903,  93.164)        888           408      18      39     1619
2017-105T05:07:12.3673Z [Apr 15] ( 26.848,  93.225)         48            37       3       3     1619
2017-105T05:07:12.4532Z [Apr 15] ( 26.840,  93.147)        100           100       5       6     1619
2017-105T05:07:14.5189Z [Apr 15] ( 26.634,  93.284)        431           270       8      17     1619
2017-105T05:07:15.4857Z [Apr 15] ( 26.821,  93.209)        109            61       3       6     1619
2017-105T05:07:16.7214Z [Apr 15] ( 26.865,  93.168)        167           403       8      10     1619
2017-105T05:07:19.6308Z [Apr 15] ( 26.826,  93.281)       1285           336      23      57     1619
2017-105T05:07:21.3172Z [Apr 15] ( 26.850,  93.162)        324           422      13      19     1619
2017-105T05:07:24.3930Z [Apr 15] ( 26.775,  93.222)        435           115      12      23     1619
2017-105T05:07:24.7261Z [Apr 15] ( 26.887,  93.182)        713           415      16      29     1619
2017-105T05:07:25.5893Z [Apr 15] ( 26.608,  93.275)       1045           341      14      40     1619
2017-105T05:07:27.1200Z [Apr 15] ( 26.861,  93.168)         71             9       3       4     1619
2017-105T05:07:29.0211Z [Apr 15] ( 26.771,  93.483)        755           567      17      42     1619
2017-105T05:07:30.4996Z [Apr 15] ( 26.844,  93.227)         88           198       4       6     1619
2017-105T05:07:31.4056Z [Apr 15] ( 26.868,  93.189)        378           144       8      14     1619
2017-105T05:07:33.0970Z [Apr 15] ( 26.885,  93.166)        333           294       9      16     1619
2017-105T05:07:35.5881Z [Apr 15] ( 26.844,  93.202)        530           180      10      25     1619
2017-105T05:07:36.1987Z [Apr 15] ( 26.906,  93.167)         28            21       2       2     1619
2017-105T05:07:38.3937Z [Apr 15] ( 26.889,  93.192)        263           185       7      11     1619
2017-105T05:07:39.0952Z [Apr 15] ( 26.871,  93.164)         13             0       1       1     1619
2017-105T05:07:40.4673Z [Apr 15] ( 26.855,  93.126)         36           125       3       3     1619
2017-105T05:07:44.0710Z [Apr 15] ( 26.840,  93.205)       1101           504      20      48     1619
2017-105T05:07:45.2222Z [Apr 15] ( 26.921,  93.191)        424           501      12      22     1619
2017-105T05:07:46.3847Z [Apr 15] ( 26.876,  93.163)        184            73       5       9     1619
2017-105T05:07:48.4434Z [Apr 15] ( 26.876,  93.154)        380            75       7      14     1619
2017-105T05:07:49.4617Z [Apr 15] ( 26.824,  93.232)        432           345       8      16     1619
2017-105T05:07:50.3735Z [Apr 15] ( 26.539,  93.383)         12             0       1       1     1619
2017-105T05:07:50.4182Z [Apr 15] ( 26.877,  93.183)        144             0       1       4     1619
2017-105T05:07:51.7609Z [Apr 15] ( 26.582,  93.484)       1017           481      13      37     1619
2017-105T05:07:53.7201Z [Apr 15] ( 26.834,  93.197)        780           280      11      30     1619
2017-105T05:07:55.9648Z [Apr 15] ( 26.899,  93.194)        183           166       6      11     1619
2017-105T05:07:56.1567Z [Apr 15] ( 26.470,  93.323)         53             0       1       3     1619
2017-105T05:07:57.5567Z [Apr 15] ( 26.866,  93.172)        172           331       7      10     1619
2017-105T05:07:57.6964Z [Apr 15] ( 26.622,  93.309)        511           574      15      27     1619
2017-105T05:07:58.2908Z [Apr 15] ( 26.842,  93.222)       1268           375      22      48     1619
2017-105T05:08:05.5038Z [Apr 15] ( 26.799,  93.222)        394           146       8      17     1619
2017-105T05:08:10.6339Z [Apr 15] ( 26.832,  93.226)       1225           619      24      43     1619
2017-105T05:08:10.7370Z [Apr 15] ( 26.657,  93.303)        684           539      10      27     1619
2017-105T05:08:14.9659Z [Apr 15] ( 26.871,  93.190)        457           198       7      15     1619
2017-105T05:08:16.5020Z [Apr 15] ( 26.831,  93.192)        142           151       5       8     1619
2017-105T05:08:21.4109Z [Apr 15] ( 26.854,  93.192)        690           333      16      30     1619
2017-105T05:08:23.8530Z [Apr 15] ( 26.820,  93.227)       1127           456      18      48     1619
2017-105T05:08:25.5611Z [Apr 15] ( 26.833,  93.165)        140           562       6       8     1619
2017-105T05:08:27.1002Z [Apr 15] ( 26.771,  93.172)        278           307       5      15     1619
2017-105T05:08:27.2871Z [Apr 15] ( 26.774,  93.109)        103             2       2       5     1619
2017-105T05:08:27.9032Z [Apr 15] ( 26.567,  93.343)        278           161      11      16     1619
2017-107T13:10:17.1609Z [Apr 17] ( 23.604,  92.754)         34            85       3       3     1655
2017-107T13:10:17.5835Z [Apr 17] ( 23.611,  92.839)        454           261      14      26     1655
2017-107T13:10:17.6784Z [Apr 17] ( 23.645,  92.845)        306            16       6      17     1655
2017-107T13:10:34.5155Z [Apr 17] ( 23.587,  92.742)        904           429      15      47     1655
2017-107T13:10:49.6489Z [Apr 17] ( 23.540,  92.819)         68           151       3       6     1655
2017-107T13:10:50.4956Z [Apr 17] ( 23.591,  92.651)         44            89       2       3     1655
2017-108T04:06:28.7538Z [Apr 18] ( 23.589,  91.907)        363             0       1      15     1665
2017-108T04:06:28.7538Z [Apr 18] ( 23.675,  91.857)       2174             0       1      39     1665
2017-113T11:08:26.7462Z [Apr 23] ( 23.170,  89.473)       2131           791      25     124     1747
2017-113T11:08:30.6724Z [Apr 23] ( 23.161,  89.462)        300           449       3      16     1747
2017-113T11:08:32.2983Z [Apr 23] ( 22.942,  89.746)        214           266       7      14     1747
2017-113T11:08:32.7676Z [Apr 23] ( 23.186,  89.564)        542           449       8      41     1747
2017-113T11:08:33.0575Z [Apr 23] ( 23.043,  89.563)        100           400       5       8     1747
2017-113T11:08:34.2123Z [Apr 23] ( 23.178,  89.489)         37             0       1       2     1747
2017-113T11:08:34.7741Z [Apr 23] ( 22.852,  89.788)        111           347       5       8     1747
2017-113T11:08:34.9514Z [Apr 23] ( 23.168,  89.403)        121           166       6       8     1747
2017-113T11:08:40.7025Z [Apr 23] ( 23.157,  89.464)        203           862       9      17     1747
2017-113T11:08:40.8186Z [Apr 23] ( 22.847,  89.889)        325           413       8      21     1747
2017-113T11:08:44.0199Z [Apr 23] ( 22.665,  90.334)        173           243       6      13     1747
2017-113T11:08:45.4007Z [Apr 23] ( 23.183,  89.491)        170            37       2       9     1747
2017-113T11:08:46.6896Z [Apr 23] ( 22.622,  90.611)       1121           561      22      59     1747
2017-113T11:08:48.2473Z [Apr 23] ( 22.563,  90.610)        872           468      19      44     1747
2017-113T11:08:48.8739Z [Apr 23] ( 22.614,  90.314)        178           153       6      13     1747
2017-113T11:08:49.0025Z [Apr 23] ( 23.580,  91.547)         49            21       2       3     1747
2017-113T11:08:51.9541Z [Apr 23] ( 22.567,  90.209)        327           259       6      21     1747
2017-113T11:08:54.2441Z [Apr 23] ( 22.867,  89.821)        431           250       8      28     1747
2017-113T11:08:55.8410Z [Apr 23] ( 23.169,  89.487)        266           215       4      14     1747
2017-113T11:08:56.1510Z [Apr 23] ( 23.104,  89.455)        131           248       7       9     1747
2017-113T11:08:56.2168Z [Apr 23] ( 23.116,  91.941)        357           379       6      24     1747
2017-113T11:08:57.1178Z [Apr 23] ( 22.746,  90.337)        211           301       7      15     1747
2017-113T11:08:57.7786Z [Apr 23] ( 23.111,  92.175)         21             0       1       2     1747
2017-113T11:08:57.7821Z [Apr 23] ( 23.343,  91.807)        171           291       4      13     1747
2017-113T11:08:57.8233Z [Apr 23] ( 23.162,  89.577)       1670           417      12      89     1747
2017-113T11:08:57.9574Z [Apr 23] ( 23.230,  92.302)        157           213       4      12     1747
2017-113T11:08:57.9770Z [Apr 23] ( 22.980,  89.672)        202            11       2      15     1747
