Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2017-265T22:15:38.2187Z [Sep 22] ( 26.455,  89.347)         82             0       1       7     4116
2017-265T22:15:39.9893Z [Sep 22] ( 26.089,  88.865)        340           618      11      23     4116
2017-265T22:15:46.9298Z [Sep 22] ( 26.105,  88.887)        243           257       6      17     4116
2017-265T22:15:50.1041Z [Sep 22] ( 26.088,  88.877)         79             2       2       6     4116
2017-265T22:15:51.1541Z [Sep 22] ( 26.800,  91.179)       2316           329      35     165     4116
2017-265T22:15:52.0998Z [Sep 22] ( 26.131,  88.892)        159           166       5      11     4116
2017-265T22:15:53.6074Z [Sep 22] ( 25.942,  88.763)       1395           248      24      79     4116
2017-265T22:15:53.8813Z [Sep 22] ( 25.800,  88.657)        510           280      18      45     4116
2017-265T22:15:54.1642Z [Sep 22] ( 26.401,  89.360)        513            43       2      38     4116
2017-265T22:15:56.8339Z [Sep 22] ( 26.108,  88.886)         78            32       2       6     4116
2017-265T22:15:59.6409Z [Sep 22] ( 26.173,  89.229)        897           291      14      49     4116
2017-265T22:16:01.5317Z [Sep 22] ( 26.483,  90.002)        206             9       2      17     4116
2017-265T22:16:01.5337Z [Sep 22] ( 26.456,  90.061)         57             0       1       5     4116
2017-265T22:16:01.5422Z [Sep 22] ( 26.476,  90.124)         44           100       3       4     4116
2017-265T22:16:02.3573Z [Sep 22] ( 26.123,  88.881)        542           305      13      35     4116
2017-265T22:16:05.9969Z [Sep 22] ( 26.085,  88.869)        335           216       9      25     4116
2017-265T22:16:06.1221Z [Sep 22] ( 24.911,  91.158)        132           372       6      10     4116
2017-265T22:16:09.2320Z [Sep 22] ( 26.107,  88.924)       1663           365       8     125     4116
2017-265T22:16:11.1731Z [Sep 22] ( 26.722,  90.694)        956           105      12      60     4116
2017-265T22:16:12.4891Z [Sep 22] ( 26.471,  90.060)         12             0       1       1     4116
2017-265T22:16:13.7726Z [Sep 22] ( 26.128,  88.876)        142            57       3       9     4116
2017-265T22:16:16.7735Z [Sep 22] ( 26.516,  89.477)        366           111      10      31     4116
2017-265T22:16:19.3463Z [Sep 22] ( 26.106,  88.916)        909           320      16      60     4116
2017-265T22:16:19.5342Z [Sep 22] ( 26.058,  88.897)         11             0       1       1     4116
2017-265T22:16:19.9603Z [Sep 22] ( 26.435,  89.348)       1137           259       8      54     4116
2017-265T22:16:20.3488Z [Sep 22] ( 26.550,  89.922)        298             2       2      23     4116
2017-265T22:16:20.5079Z [Sep 22] ( 26.504,  90.025)        248             0       1      21     4116
2017-265T22:16:21.8652Z [Sep 22] ( 26.134,  88.857)        113           157       4      10     4116
2017-265T22:16:25.0408Z [Sep 22] ( 26.104,  88.843)         79           151       4       7     4116
2017-265T22:16:29.5589Z [Sep 22] ( 24.997,  91.222)       6935           270      26     248     4116
2017-265T22:16:30.5353Z [Sep 22] ( 26.131,  88.843)        376           303      12      27     4116
2017-265T22:16:34.2328Z [Sep 22] ( 24.900,  91.165)        234            55       6      15     4116
2017-265T22:16:35.9854Z [Sep 22] ( 26.115,  88.808)        761           634      20      39     4116
2017-265T22:16:39.5251Z [Sep 22] ( 26.154,  88.904)        143            76       3      14     4116
2017-265T22:16:42.1968Z [Sep 22] ( 26.209,  89.241)       2021             5       4      90     4116
2017-265T22:16:42.7088Z [Sep 22] ( 26.102,  89.271)         61           384       5       6     4116
2017-265T22:16:42.7088Z [Sep 22] ( 26.195,  89.234)       3484           406      12     187     4116
2017-265T22:16:43.1168Z [Sep 22] ( 26.267,  89.174)         61             0       1       6     4116
2017-265T22:16:43.4434Z [Sep 22] ( 26.489,  90.098)       1039           129      12      49     4116
2017-265T22:16:44.9159Z [Sep 22] ( 26.124,  88.784)        135           487       6      13     4116
2017-265T22:16:46.9771Z [Sep 22] ( 26.711,  90.881)        721            91       8      41     4116
2017-265T22:16:48.4217Z [Sep 22] ( 26.338,  89.303)        664           333       6      45     4116
2017-265T22:16:51.0088Z [Sep 22] ( 24.959,  91.203)       6991           482      22     248     4116
2017-265T22:17:12.4662Z [Sep 22] ( 24.944,  91.117)       1864           366      25     108     4116
2017-265T22:17:17.0158Z [Sep 22] ( 24.899,  91.160)        104           197       6       9     4116
2017-265T22:17:22.9241Z [Sep 22] ( 24.875,  91.130)         47            51       2       3     4116
2017-266T13:11:29.0772Z [Sep 23] ( 20.359,  88.135)         74             0       1       4     4126
2017-266T13:12:00.0623Z [Sep 23] ( 20.462,  88.103)        555             3       3      20     4126
2017-266T13:12:00.0676Z [Sep 23] ( 20.382,  88.029)         54             0       1       2     4126
2017-266T13:12:10.0579Z [Sep 23] ( 20.160,  88.000)         92             4       2       5     4126
2017-266T13:12:10.0590Z [Sep 23] ( 23.072,  88.399)         48             3       2       2     4126
2017-266T13:12:10.0599Z [Sep 23] ( 20.259,  87.941)         26             0       1       1     4126
2017-266T13:12:10.0624Z [Sep 23] ( 20.329,  87.997)         35             0       1       1     4126
2017-266T13:12:42.0467Z [Sep 23] ( 21.680,  89.380)        234             3       3      14     4126
2017-266T13:12:42.0467Z [Sep 23] ( 23.646,  91.163)         74             1       2       3     4126
2017-266T13:12:54.0390Z [Sep 23] ( 22.802,  89.084)         84             9       4       4     4126
2017-266T13:12:54.0404Z [Sep 23] ( 22.868,  88.995)         41             7       2       3     4126
2017-266T13:13:05.0527Z [Sep 23] ( 24.472,  88.062)         44             0       1       1     4126
2017-266T13:13:05.0542Z [Sep 23] ( 24.500,  87.989)        213             8       2       5     4126
2017-266T13:13:05.0542Z [Sep 23] ( 24.392,  88.175)        173             8       5       6     4126
2017-266T13:13:05.0576Z [Sep 23] ( 24.951,  92.477)        266             5       4      10     4126
2017-266T13:13:17.0483Z [Sep 23] ( 24.924,  88.401)       1621             7       3      65     4126
2017-266T13:13:17.0503Z [Sep 23] ( 26.858,  90.778)         56             8       2       2     4126
2017-266T13:13:17.0503Z [Sep 23] ( 26.654,  91.074)         91            10       3       3     4126
2017-266T13:13:17.0503Z [Sep 23] ( 26.326,  91.573)        111            10       2       5     4126
2017-266T13:13:17.0517Z [Sep 23] ( 23.746,  91.163)         58             1       2       4     4126
2017-266T13:13:17.0517Z [Sep 23] ( 24.607,  88.134)        526             1       2      27     4126
2017-266T13:13:17.0517Z [Sep 23] ( 26.238,  91.718)         37             8       2       2     4126
2017-266T13:13:17.0518Z [Sep 23] ( 24.638,  89.084)         85             8       2       4     4126
2017-266T13:13:17.0557Z [Sep 23] ( 26.599,  91.156)        135             4       2       3     4126
2017-266T13:13:17.0557Z [Sep 23] ( 26.372,  91.504)         12             0       1       1     4126
2017-266T13:13:17.0557Z [Sep 23] ( 26.517,  91.279)        132             4       2       4     4126
2017-266T13:13:17.0591Z [Sep 23] ( 24.669,  88.184)        547             0       1      20     4126
2017-266T13:13:17.0591Z [Sep 23] ( 25.002,  88.456)        397             0       1      14     4126
2017-266T13:13:29.0373Z [Sep 23] ( 25.483,  88.932)        790            13       2      41     4126
2017-266T13:13:29.0374Z [Sep 23] ( 25.229,  88.707)        316             0       1      17     4126
2017-266T13:13:29.0388Z [Sep 23] ( 24.860,  88.393)        445             0       1      24     4126
2017-266T13:13:29.0388Z [Sep 23] ( 25.519,  89.263)        132            12       5       7     4126
2017-266T13:13:29.0477Z [Sep 23] ( 24.793,  88.337)        511             0       1      21     4126
2017-266T13:13:29.0521Z [Sep 23] ( 25.147,  88.643)        365             0       1       8     4126
2017-266T13:13:42.0641Z [Sep 23] ( 24.771,  91.691)        110            18       5       8     4126
2017-266T13:13:42.0641Z [Sep 23] ( 24.687,  91.803)         46            18       4       4     4126
2017-266T13:13:42.0651Z [Sep 23] ( 25.021,  92.419)         28             0       1       1     4126
2017-266T13:13:42.0651Z [Sep 23] ( 25.746,  89.209)        170             6       2       9     4126
2017-266T13:13:42.0665Z [Sep 23] ( 25.085,  91.274)         63            15       3       6     4126
2017-266T13:13:42.0685Z [Sep 23] ( 25.518,  89.011)        713             7       2      38     4126
2017-266T13:13:42.0685Z [Sep 23] ( 25.305,  88.797)         20             0       1       1     4126
2017-266T13:13:57.0544Z [Sep 23] ( 24.779,  88.418)        154             0       1       8     4126
2017-266T13:13:57.0544Z [Sep 23] ( 26.504,  89.942)        231             0       1      12     4126
2017-266T13:13:57.0564Z [Sep 23] ( 26.802,  90.196)        460             0       1      22     4126
2017-266T13:13:57.0579Z [Sep 23] ( 26.690,  90.106)       1084             0       1      55     4126
2017-266T13:13:57.0628Z [Sep 23] ( 26.560,  89.990)        355             0       1      19     4126
2017-266T13:14:14.0490Z [Sep 23] ( 26.428,  92.896)         56            12       4       4     4126
2017-266T13:14:14.0490Z [Sep 23] ( 26.238,  93.141)        102            12       4       4     4126
2017-266T13:14:14.0510Z [Sep 23] ( 26.983,  92.167)        186             8       3       6     4126
2017-266T13:14:14.0525Z [Sep 23] ( 25.732,  89.299)       1679            18       3      68     4126
2017-266T13:14:14.0544Z [Sep 23] ( 26.053,  89.586)        237             0       1      11     4126
2017-266T13:14:14.0598Z [Sep 23] ( 25.804,  89.367)       1252             7       2      60     4126
2017-266T13:14:14.0598Z [Sep 23] ( 26.921,  92.250)        266             8       5      11     4126
2017-266T13:14:14.0598Z [Sep 23] ( 26.815,  92.331)        219             8       4       8     4126
2017-266T13:14:14.0647Z [Sep 23] ( 26.107,  91.591)        114             4       2       4     4126
2017-266T13:14:32.0454Z [Sep 23] ( 26.626,  90.182)        982             0       1      38     4126
2017-266T13:14:32.0528Z [Sep 23] ( 26.485,  90.051)        243             0       1      13     4126
2017-266T13:14:32.0611Z [Sep 23] ( 26.426,  90.000)        783             7       5      38     4126
2017-266T13:14:32.0611Z [Sep 23] ( 26.570,  90.126)        515             8       2      27     4126
2017-267T12:20:24.0147Z [Sep 24] ( 23.019,  91.429)        905           474      22      66     4141
2017-267T12:20:35.4762Z [Sep 24] ( 22.271,  92.876)        263           254       6      19     4141
2017-267T12:20:40.8549Z [Sep 24] ( 22.602,  92.833)        953           363      17      55     4141
2017-267T12:20:51.6942Z [Sep 24] ( 22.457,  92.657)        200            96       8      11     4141
2017-267T12:20:52.6695Z [Sep 24] ( 23.025,  91.516)       2318           483      19      99     4141
2017-267T12:20:52.8721Z [Sep 24] ( 22.995,  91.552)       2746             3       3      68     4141
2017-267T12:20:54.0519Z [Sep 24] ( 23.098,  91.423)       2283           476      24      96     4141
2017-267T12:20:57.7046Z [Sep 24] ( 25.463,  92.693)         31            39       3       3     4141
2017-267T12:21:01.3714Z [Sep 24] ( 25.492,  92.577)        231           488       8      18     4141
2017-267T12:21:01.4965Z [Sep 24] ( 22.291,  92.883)        934           250      12      44     4141
2017-267T12:21:01.9547Z [Sep 24] ( 25.475,  92.653)         83            16       2       6     4141
2017-267T12:21:10.9465Z [Sep 24] ( 25.469,  92.609)        201           585      11      17     4141
2017-267T12:21:12.9031Z [Sep 24] ( 23.042,  91.492)       2903           626      36     122     4141
2017-267T12:21:17.7201Z [Sep 24] ( 22.273,  92.888)        290           258       6      18     4141
2017-267T12:21:18.4492Z [Sep 24] ( 23.021,  91.460)        437           264      14      36     4141
2017-267T12:21:23.0988Z [Sep 24] ( 22.435,  92.659)        123           121       3       6     4141
2017-267T12:21:24.8731Z [Sep 24] ( 23.051,  91.530)       8571           625      26     340     4141
2017-267T12:21:25.8509Z [Sep 24] ( 25.410,  92.673)         75            58       3       6     4141
2017-267T12:21:26.7368Z [Sep 24] ( 25.456,  92.561)        118           162       4       9     4141
2017-267T12:21:28.6760Z [Sep 24] ( 25.210,  92.886)        171           103       4      13     4141
2017-267T12:21:28.7348Z [Sep 24] ( 25.420,  92.733)         80           166       4       6     4141
2017-267T12:21:30.8674Z [Sep 24] ( 25.469,  92.622)        264           359       7      22     4141
2017-267T12:21:31.9703Z [Sep 24] ( 22.593,  92.832)        357           490       8      20     4141
2017-267T12:21:33.1467Z [Sep 24] ( 25.394,  92.677)        248           347       8      18     4141
2017-267T12:21:34.1476Z [Sep 24] ( 25.536,  92.684)        175             0       1      13     4141
2017-267T12:21:34.8010Z [Sep 24] ( 22.260,  92.908)        164           178       7      11     4141
2017-267T12:21:39.8179Z [Sep 24] ( 23.014,  91.409)       1690           350      14      90     4141
2017-267T12:21:40.4425Z [Sep 24] ( 25.322,  92.871)        188           136       3      17     4141
2017-267T12:21:40.4425Z [Sep 24] ( 25.126,  92.866)        142           136       3      13     4141
2017-267T12:21:40.8475Z [Sep 24] ( 25.431,  92.682)        556           363       7      31     4141
2017-267T12:21:41.2395Z [Sep 24] ( 25.346,  92.769)        667           243       3      50     4141
2017-267T12:21:41.2395Z [Sep 24] ( 25.105,  92.839)        288           243       3      26     4141
2017-267T12:21:41.3681Z [Sep 24] ( 25.241,  92.768)        878             0       1      58     4141
2017-267T12:21:41.3701Z [Sep 24] ( 25.365,  92.710)         11             0       1       1     4141
2017-267T12:21:42.0756Z [Sep 24] ( 23.032,  91.498)         86           194       7       8     4141
