Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2018-128T03:59:09.6033Z [May 08] ( 26.033,  90.020)        620           302       9      32     7649
2018-128T03:59:09.7918Z [May 08] ( 23.754,  92.506)        852           657      13      37     7649
2018-128T03:59:10.2201Z [May 08] ( 23.850,  92.594)       1072           252      15      47     7649
2018-128T03:59:10.4261Z [May 08] ( 24.460,  91.166)        655           206       7      32     7649
2018-128T03:59:11.1731Z [May 08] ( 23.773,  92.452)         92           157       5       7     7649
2018-128T03:59:11.4163Z [May 08] ( 23.685,  91.881)        251           243       7      13     7649
2018-128T03:59:11.8158Z [May 08] ( 23.868,  91.973)        621           109       9      27     7649
2018-128T03:59:11.9877Z [May 08] ( 23.851,  92.480)        262           299       7      14     7649
2018-128T03:59:12.1726Z [May 08] ( 23.696,  92.495)        499           233      12      24     7649
2018-128T03:59:13.2615Z [May 08] ( 23.761,  91.734)       1539           193      20      61     7649
2018-128T03:59:13.6157Z [May 08] ( 23.808,  92.384)         34            44       2       2     7649
2018-128T03:59:14.2925Z [May 08] ( 23.806,  92.457)        201           288       5      11     7649
2018-128T03:59:14.5292Z [May 08] ( 24.693,  92.038)         99            35       2       7     7649
2018-128T03:59:14.6493Z [May 08] ( 25.949,  89.963)         12             0       1       1     7649
2018-128T03:59:15.0322Z [May 08] ( 23.927,  92.503)       8879          1085      59     320     7649
2018-128T03:59:16.4001Z [May 08] ( 23.785,  92.521)        731           329      14      35     7649
2018-128T03:59:16.4538Z [May 08] ( 23.922,  92.520)        275           150       5      13     7649
2018-128T03:59:16.4986Z [May 08] ( 24.448,  92.827)         98             7       3       7     7649
2018-128T03:59:16.8925Z [May 08] ( 23.637,  91.609)        283            87       5      13     7649
2018-128T03:59:16.8996Z [May 08] ( 23.843,  92.461)        124            69       4       7     7649
2018-128T03:59:17.2925Z [May 08] ( 23.690,  91.800)        247           206       5      16     7649
2018-128T03:59:17.3246Z [May 08] ( 23.747,  92.475)         92           254       5       5     7649
2018-128T03:59:18.7357Z [May 08] ( 23.761,  92.428)         52             0       1       3     7649
2018-128T03:59:18.7412Z [May 08] ( 24.971,  92.039)        681           313       7      34     7649
2018-128T03:59:19.0528Z [May 08] ( 24.367,  91.278)         73           184       2       4     7649
2018-128T03:59:19.7035Z [May 08] ( 23.832,  92.387)        414           426       9      24     7649
2018-128T03:59:19.7447Z [May 08] ( 25.120,  91.982)         33             1       2       3     7649
2018-128T03:59:19.7824Z [May 08] ( 23.797,  92.509)        321           316       8      15     7649
2018-128T03:59:20.2155Z [May 08] ( 23.793,  92.453)         39            55       2       2     7649
2018-128T03:59:20.4823Z [May 08] ( 23.746,  92.305)        352           238       7      19     7649
2018-128T03:59:21.0125Z [May 08] ( 23.695,  92.233)         13             0       1       1     7649
2018-128T03:59:21.2823Z [May 08] ( 23.597,  91.653)        465           134       3      19     7649
2018-128T03:59:22.1256Z [May 08] ( 23.725,  92.443)         93           209       7       7     7649
2018-128T03:59:22.4497Z [May 08] ( 23.768,  92.516)         71           245       4       5     7649
2018-128T03:59:22.7004Z [May 08] ( 23.847,  92.491)         26            73       2       2     7649
2018-128T03:59:23.8070Z [May 08] ( 23.744,  92.466)         27           280       2       2     7649
2018-128T03:59:24.0878Z [May 08] ( 23.822,  92.483)        139           177       5       9     7649
2018-128T03:59:24.1652Z [May 08] ( 23.745,  91.870)        139           278       4       9     7649
2018-128T03:59:25.2214Z [May 08] ( 23.765,  92.520)        167           300       5       8     7649
2018-128T03:59:25.6907Z [May 08] ( 23.737,  92.417)        170           213       5       9     7649
2018-128T03:59:25.8410Z [May 08] ( 24.396,  91.216)        172            85       5      10     7649
2018-128T03:59:26.1776Z [May 08] ( 22.821,  91.299)        181            21       5      10     7649
2018-128T03:59:26.8063Z [May 08] ( 23.811,  92.411)        319           221      17      22     7649
2018-128T03:59:26.8435Z [May 08] ( 23.715,  91.806)       1448           413      20      69     7649
2018-128T03:59:26.9761Z [May 08] ( 23.895,  92.455)        138           189       5       8     7649
2018-128T03:59:27.2464Z [May 08] ( 23.787,  92.496)        400           109       4      15     7649
2018-128T03:59:27.5454Z [May 08] ( 23.784,  92.295)        216           318       8      15     7649
2018-128T03:59:28.2937Z [May 08] ( 24.445,  91.270)        626           426      12      34     7649
2018-128T03:59:28.4817Z [May 08] ( 23.842,  92.471)         92           289       2       5     7649
2018-128T03:59:30.3817Z [May 08] ( 23.769,  92.426)        131            85       3       6     7649
2018-128T03:59:30.7555Z [May 08] ( 23.819,  92.481)        525           479      10      28     7649
2018-128T03:59:30.8545Z [May 08] ( 24.397,  91.295)        617           312       9      28     7649
2018-128T03:59:32.1433Z [May 08] ( 23.935,  91.891)       2930           657      33     133     7649
2018-128T03:59:32.6910Z [May 08] ( 23.771,  92.536)        175            98       6       9     7649
2018-128T03:59:32.7448Z [May 08] ( 23.707,  91.858)         49             0       1       3     7649
2018-128T03:59:33.4805Z [May 08] ( 23.825,  92.521)        130           478       6       7     7649
2018-128T03:59:33.8996Z [May 08] ( 23.781,  91.722)       2005           467      26      80     7649
2018-128T03:59:33.9679Z [May 08] ( 23.774,  92.483)        123            66       2       7     7649
2018-128T03:59:34.0302Z [May 08] ( 23.940,  92.499)       1711           383      15      66     7649
2018-128T03:59:34.2360Z [May 08] ( 23.648,  91.587)        266           170       6      14     7649
2018-128T03:59:34.2380Z [May 08] ( 23.861,  92.402)        458           193      10      25     7649
2018-128T03:59:35.9156Z [May 08] ( 23.663,  91.748)        987           252      12      36     7649
2018-128T03:59:35.9639Z [May 08] ( 23.810,  92.549)       1259           422      16      52     7649
2018-128T03:59:36.1718Z [May 08] ( 23.740,  92.417)        518           205       8      22     7649
2018-128T03:59:36.2347Z [May 08] ( 23.739,  92.590)        354           112       5      17     7649
2018-128T03:59:37.4447Z [May 08] ( 23.871,  92.506)        137           218       5       9     7649
2018-128T03:59:37.5809Z [May 08] ( 23.756,  92.559)         27             0       1       1     7649
2018-128T03:59:37.7919Z [May 08] ( 23.830,  92.407)         17             0       1       1     7649
2018-128T03:59:37.8331Z [May 08] ( 23.747,  92.472)        377           315       5      15     7649
2018-128T03:59:37.9638Z [May 08] ( 23.756,  91.814)        280            27       5      16     7649
2018-128T03:59:38.6266Z [May 08] ( 23.782,  92.452)         92           175       4       5     7649
2018-128T03:59:39.2119Z [May 08] ( 23.742,  92.359)         27           159       2       2     7649
2018-128T03:59:39.6667Z [May 08] ( 23.999,  91.781)       1138           558      17      53     7649
2018-128T03:59:39.7185Z [May 08] ( 23.827,  92.520)         13             0       1       1     7649
2018-128T03:59:40.5224Z [May 08] ( 23.834,  92.460)        274           366       5      12     7649
2018-128T03:59:40.6350Z [May 08] ( 23.796,  92.544)        119           315       5       7     7649
2018-128T03:59:41.4033Z [May 08] ( 24.411,  91.252)        993           222      13      44     7649
2018-128T03:59:41.4857Z [May 08] ( 23.759,  92.432)        284           185       3      13     7649
2018-128T03:59:42.1375Z [May 08] ( 23.655,  91.573)        282           111       4      14     7649
2018-128T03:59:42.8948Z [May 08] ( 23.849,  92.501)         33             0       1       2     7649
2018-128T03:59:43.6897Z [May 08] ( 23.908,  92.420)        524           234      10      25     7649
2018-128T03:59:44.6887Z [May 08] ( 23.828,  92.520)        346           546       6      14     7649
2018-128T03:59:44.7907Z [May 08] ( 23.822,  91.908)        235           574      10      16     7649
2018-128T03:59:44.8591Z [May 08] ( 23.753,  91.715)        933           336      13      41     7649
2018-128T03:59:45.5731Z [May 08] ( 24.375,  91.152)        315             2       2      11     7649
2018-128T03:59:45.7470Z [May 08] ( 23.854,  92.482)         16             0       1       1     7649
2018-128T03:59:46.1318Z [May 08] ( 23.814,  92.415)        516           118       6      20     7649
2018-128T03:59:46.3645Z [May 08] ( 23.697,  91.743)         73            14       2       5     7649
2018-128T03:59:47.0755Z [May 08] ( 23.579,  91.601)         23             9       2       2     7649
2018-128T03:59:47.4710Z [May 08] ( 23.706,  91.618)        751           241       7      28     7649
2018-128T03:59:48.5670Z [May 08] ( 23.816,  92.349)        170            51       3       8     7649
2018-128T03:59:48.8891Z [May 08] ( 23.769,  92.517)       1689           588      21      50     7649
2018-128T03:59:48.9841Z [May 08] ( 23.714,  92.039)        100            14       2       7     7649
2018-128T03:59:49.1398Z [May 08] ( 23.890,  92.488)        191           311       3       9     7649
2018-128T03:59:50.7060Z [May 08] ( 23.853,  92.432)        388           496      12      24     7649
2018-128T03:59:50.7115Z [May 08] ( 23.757,  91.814)        992           505      13      45     7649
2018-128T03:59:50.9784Z [May 08] ( 24.391,  91.252)       1122           299      14      47     7649
2018-128T03:59:52.1633Z [May 08] ( 23.736,  92.397)        161           143       5       9     7649
2018-128T03:59:53.1899Z [May 08] ( 23.813,  92.521)        825           554      13      35     7649
2018-128T03:59:53.5874Z [May 08] ( 23.940,  92.448)        318           232       5      16     7649
2018-128T03:59:53.6733Z [May 08] ( 23.723,  92.431)        275           196       4      13     7649
2018-128T03:59:54.5014Z [May 08] ( 25.028,  92.027)        255           162       5      19     7649
2018-128T03:59:55.0562Z [May 08] ( 23.790,  92.419)        221           208       4      10     7649
2018-128T03:59:55.1396Z [May 08] ( 23.799,  92.278)         96           137       2       6     7649
2018-128T03:59:56.1923Z [May 08] ( 23.639,  92.063)         76             0       1       4     7649
2018-128T03:59:56.5717Z [May 08] ( 23.880,  92.384)         47           272       4       4     7649
2018-128T03:59:56.6004Z [May 08] ( 23.654,  91.603)        292            53       2      12     7649
2018-128T03:59:56.8119Z [May 08] ( 23.830,  92.468)        340           298       8      19     7649
2018-128T03:59:57.0622Z [May 08] ( 23.722,  91.891)       1367           435      14      54     7649
2018-128T03:59:57.9541Z [May 08] ( 23.857,  92.469)        138           354       5       8     7649
2018-128T03:59:58.8637Z [May 08] ( 23.711,  91.768)        374           500      11      20     7649
2018-128T03:59:58.9707Z [May 08] ( 23.754,  92.371)         14             0       1       1     7649
2018-128T03:59:59.6046Z [May 08] ( 23.788,  92.491)        632           178       6      18     7649
2018-128T04:00:00.3274Z [May 08] ( 23.803,  92.532)        405           211      12      22     7649
2018-128T04:00:00.3324Z [May 08] ( 23.904,  91.799)       3095           717      40     135     7649
2018-128T04:00:00.6475Z [May 08] ( 23.943,  92.521)        219           464       8      13     7649
2018-128T04:00:01.3952Z [May 08] ( 23.781,  91.837)        213           223       8      13     7649
2018-128T04:00:01.5204Z [May 08] ( 23.801,  92.403)         37           189       3       3     7649
2018-128T04:00:01.8606Z [May 08] ( 23.724,  91.658)        221            34       5      13     7649
2018-128T04:00:02.1294Z [May 08] ( 24.005,  91.702)       2445           298      23     103     7649
2018-128T04:00:02.3977Z [May 08] ( 22.787,  91.319)         68           145       3       5     7649
2018-128T04:00:02.4103Z [May 08] ( 23.736,  92.372)        311           161       6      17     7649
2018-128T04:00:02.4947Z [May 08] ( 23.900,  92.478)        419           268       6      18     7649
2018-128T04:00:03.1424Z [May 08] ( 23.831,  92.494)       1286           635      22      47     7649
2018-128T04:00:03.8640Z [May 08] ( 24.405,  91.231)        413           362       6      20     7649
2018-128T04:00:05.0107Z [May 08] ( 23.756,  92.292)        340           300      10      19     7649
2018-128T04:00:05.2720Z [May 08] ( 23.850,  92.418)        453            71       5      16     7649
2018-128T04:00:06.3468Z [May 08] ( 23.784,  91.747)        338           350       9      19     7649
2018-128T04:00:06.5096Z [May 08] ( 23.794,  92.513)         33            18       2       2     7649
2018-128T04:00:06.6543Z [May 08] ( 23.884,  92.558)        367            62       5      18     7649
2018-128T04:00:07.5231Z [May 08] ( 24.112,  91.932)       5295           517      52     218     7649
2018-128T04:00:07.8900Z [May 08] ( 23.923,  92.377)       1816           542      16      75     7649
2018-128T04:00:08.2388Z [May 08] ( 23.811,  92.466)        215           129       4      13     7649
2018-128T04:00:08.8870Z [May 08] ( 23.795,  91.864)        570           415      10      32     7649
2018-128T04:00:09.8413Z [May 08] ( 23.887,  92.496)        370           435      10      19     7649
2018-128T04:00:09.8774Z [May 08] ( 23.728,  91.798)        474           325       9      19     7649
2018-128T04:00:10.8296Z [May 08] ( 23.784,  92.512)        420           157       6      19     7649
2018-128T04:00:10.9497Z [May 08] ( 23.858,  92.460)         90            64       3       6     7649
2018-128T04:00:12.1532Z [May 08] ( 24.031,  91.795)        125           119       5       9     7649
2018-128T04:00:12.8300Z [May 08] ( 23.845,  92.497)         98            24       2       5     7649
2018-128T04:00:14.1815Z [May 08] ( 23.762,  91.809)        241           159       4      14     7649
2018-128T04:00:14.1890Z [May 08] ( 23.949,  92.451)        570           420      16      32     7649
2018-128T04:00:14.2176Z [May 08] ( 23.704,  92.221)        120            55       4       8     7649
2018-128T04:00:15.5044Z [May 08] ( 23.698,  91.750)        947           642      16      42     7649
2018-128T04:00:15.6190Z [May 08] ( 23.886,  92.385)        147           338       6      11     7649
2018-128T04:00:15.6421Z [May 08] ( 23.797,  92.543)       3569          1697      46     150     7649
2018-128T04:00:16.1436Z [May 08] ( 23.884,  92.663)        248            69       5      12     7649
2018-128T04:00:18.0380Z [May 08] ( 23.724,  92.420)         19             0       1       1     7649
2018-128T04:00:18.1761Z [May 08] ( 23.874,  92.464)        104            23       3       6     7649
2018-128T04:00:19.5243Z [May 08] ( 23.824,  92.483)        482           225       9      26     7649
2018-128T04:00:23.2142Z [May 08] ( 23.772,  92.388)        151           463       8      10     7649
2018-128T04:00:23.2966Z [May 08] ( 23.880,  92.450)        231           125       8      17     7649
2018-128T04:00:27.4107Z [May 08] ( 23.869,  92.468)        239           257       6      14     7649
2018-128T04:00:30.5729Z [May 08] ( 23.802,  92.475)         36             0       1       2     7649
2018-128T18:55:45.5093Z [May 08] ( 26.605,  89.804)         11             0       1       1     7659
2018-128T18:55:55.5085Z [May 08] ( 26.509,  90.657)       2700           575      38     155     7659
2018-128T18:55:55.7421Z [May 08] ( 26.459,  90.526)        117           146       4      10     7659
2018-128T18:55:56.0718Z [May 08] ( 26.609,  89.836)         16             0       1       1     7659
2018-128T18:56:00.1295Z [May 08] ( 26.447,  90.594)         66            96       3       5     7659
2018-128T18:56:04.9404Z [May 08] ( 26.473,  90.588)         46             0       1       3     7659
2018-128T18:56:05.3700Z [May 08] ( 26.472,  90.727)       1058           350      22      63     7659
2018-128T18:56:09.0332Z [May 08] ( 26.638,  89.890)        401           122       6      21     7659
2018-128T18:56:10.4513Z [May 08] ( 26.463,  90.577)         23             0       1       2     7659
2018-128T18:56:14.4728Z [May 08] ( 26.551,  90.676)        258           273       8      19     7659
2018-128T18:56:19.4304Z [May 08] ( 26.421,  90.668)         45            16       2       4     7659
2018-128T18:56:22.4062Z [May 08] ( 26.486,  90.703)        666           400      13      46     7659
2018-128T18:56:32.9667Z [May 08] ( 26.512,  90.573)        825           121       5      35     7659
2018-128T18:56:35.8550Z [May 08] ( 26.452,  90.630)         49            44       3       4     7659
2018-128T18:56:36.2896Z [May 08] ( 26.640,  89.881)        158           136       3       9     7659
2018-128T18:56:44.2964Z [May 08] ( 26.468,  90.718)       1828           429      46     125     7659
2018-128T18:57:02.7487Z [May 08] ( 26.436,  90.644)         59             0       1       3     7659
2018-128T18:57:11.4715Z [May 08] ( 26.451,  90.644)         60           113       2       5     7659
2018-128T18:57:12.8755Z [May 08] ( 26.497,  90.755)       2515           730      25     124     7659
2018-129T03:07:55.1921Z [May 09] ( 24.796,  93.321)        219            71       6      14     7664
2018-131T02:57:40.2739Z [May 11] ( 25.828,  89.866)        393           138      13      18     7695
2018-131T02:57:51.0399Z [May 11] ( 25.561,  90.470)         96             9       4       5     7695
2018-131T02:58:10.6561Z [May 11] ( 24.921,  92.192)        129            64       6      10     7695
2018-131T02:58:10.9264Z [May 11] ( 25.089,  92.033)         80           198       2       6     7695
2018-131T02:58:11.0324Z [May 11] ( 24.988,  92.179)        338           227      12      19     7695
2018-131T02:58:11.1142Z [May 11] ( 25.020,  92.113)        170             1       2      11     7695
2018-131T02:58:14.1318Z [May 11] ( 24.036,  91.605)        112           139       5       9     7695
2018-131T02:58:15.4891Z [May 11] ( 24.243,  91.993)        723           382      15      32     7695
2018-131T02:58:16.4609Z [May 11] ( 25.762,  89.893)        244           177       7      10     7695
2018-131T02:58:16.8262Z [May 11] ( 24.418,  92.222)         75           200       4       5     7695
2018-131T02:58:17.2167Z [May 11] ( 24.063,  91.712)        306           393       7      19     7695
2018-131T02:58:18.7780Z [May 11] ( 24.078,  92.042)        127            30       6       7     7695
2018-131T02:58:19.1217Z [May 11] ( 24.166,  91.948)       1229           499      19      53     7695
2018-131T02:58:21.8895Z [May 11] ( 24.070,  91.781)        708           233      10      38     7695
2018-131T02:58:22.2584Z [May 11] ( 24.611,  92.229)         87            55       2       4     7695
2018-131T02:58:22.5363Z [May 11] ( 24.204,  92.119)         47           121       4       4     7695
2018-131T02:58:22.6398Z [May 11] ( 25.824,  89.865)       1593           495      33      78     7695
2018-131T02:58:22.6956Z [May 11] ( 24.185,  92.057)         11             0       1       1     7695
2018-131T02:58:22.8136Z [May 11] ( 23.994,  91.738)         22             0       1       1     7695
2018-131T02:58:22.9262Z [May 11] ( 25.928,  89.931)       1201           198      22      64     7695
2018-131T02:58:23.4222Z [May 11] ( 24.339,  92.227)        385           580       8      22     7695
2018-131T02:58:23.8734Z [May 11] ( 24.507,  92.279)        158           168       9      11     7695
2018-131T02:58:24.1975Z [May 11] ( 24.707,  92.174)         33             0       1       2     7695
2018-131T02:58:24.2639Z [May 11] ( 24.075,  91.712)        469           264       9      29     7695
2018-131T02:58:25.7518Z [May 11] ( 24.426,  92.230)        152           139       4      10     7695
2018-131T02:58:26.1704Z [May 11] ( 24.030,  91.800)        235            64       4      11     7695
2018-131T02:58:26.2548Z [May 11] ( 24.508,  92.222)         44             0       1       2     7695
2018-131T02:58:28.5789Z [May 11] ( 24.585,  92.213)        205           286       6      13     7695
2018-131T02:58:28.9653Z [May 11] ( 24.524,  92.179)         76             0       1       4     7695
2018-131T02:58:29.3111Z [May 11] ( 24.031,  91.709)         13             0       1       1     7695
2018-131T02:58:30.2799Z [May 11] ( 24.277,  92.218)         96           128       4       7     7695
2018-131T02:58:31.7908Z [May 11] ( 24.064,  91.980)        626           282      10      30     7695
2018-131T02:58:31.9094Z [May 11] ( 24.110,  92.013)        181           298       4       9     7695
2018-131T02:58:32.2476Z [May 11] ( 24.392,  92.239)         13             0       1       1     7695
2018-131T02:58:32.9958Z [May 11] ( 24.513,  92.229)         19             0       1       1     7695
2018-131T02:58:33.9840Z [May 11] ( 24.416,  92.275)         35           211       2       3     7695
2018-131T02:58:34.1720Z [May 11] ( 24.519,  92.277)         14             0       1       1     7695
2018-131T02:58:34.3242Z [May 11] ( 24.636,  92.154)        100             0       1       4     7695
2018-131T02:58:34.7666Z [May 11] ( 24.078,  91.770)        121           454       5       9     7695
2018-131T02:58:35.4842Z [May 11] ( 24.035,  91.653)        244           499       4      13     7695
2018-131T02:58:35.4842Z [May 11] ( 23.932,  91.812)        119           120       3       7     7695
2018-131T02:58:35.9752Z [May 11] ( 24.217,  91.698)         32             8       2       3     7695
2018-131T02:58:36.0576Z [May 11] ( 24.257,  92.066)       2612           737      46     124     7695
2018-131T02:58:37.4238Z [May 11] ( 24.456,  92.247)        167           388       4       9     7695
2018-131T02:58:37.7319Z [May 11] ( 24.338,  92.209)        543           429      11      25     7695
2018-131T02:58:38.8167Z [May 11] ( 24.040,  91.769)        651           136       8      32     7695
2018-131T02:58:40.8005Z [May 11] ( 24.132,  91.982)       6061           495      43     186     7695
2018-131T02:58:40.8558Z [May 11] ( 24.424,  92.190)        780           658      16      40     7695
2018-131T02:58:41.3875Z [May 11] ( 24.530,  92.276)        132           264       8       8     7695
2018-131T02:58:41.6594Z [May 11] ( 24.393,  92.283)         44           100       2       2     7695
2018-131T02:58:41.7528Z [May 11] ( 24.597,  92.241)        509           512      13      27     7695
2018-131T02:58:42.4131Z [May 11] ( 25.692,  90.516)       1004           735      40      68     7695
2018-131T02:58:42.5548Z [May 11] ( 25.671,  90.379)        169            92       7       7     7695
2018-131T02:58:43.9567Z [May 11] ( 24.067,  91.703)        385           223       8      26     7695
2018-131T02:58:44.3527Z [May 11] ( 24.305,  92.218)         34             0       1       2     7695
2018-131T02:58:44.9346Z [May 11] ( 24.448,  92.310)         33           103       2       2     7695
2018-131T02:58:45.2371Z [May 11] ( 25.761,  89.905)         53            42       2       4     7695
2018-131T02:58:46.4059Z [May 11] ( 24.244,  92.282)        188           342       5      10     7695
2018-131T02:58:46.7857Z [May 11] ( 24.053,  91.898)        371           311       4      18     7695
2018-131T02:58:46.8948Z [May 11] ( 24.070,  92.014)        228           152       4      11     7695
2018-131T02:58:47.2008Z [May 11] ( 24.103,  91.783)       3038           675      39     135     7695
2018-131T02:58:47.4892Z [May 11] ( 24.514,  92.267)         65            39       4       5     7695
2018-131T02:58:48.4882Z [May 11] ( 24.423,  92.205)        821           479      12      34     7695
2018-131T02:58:48.6349Z [May 11] ( 24.390,  92.318)         12             0       1       1     7695
2018-131T02:58:48.6460Z [May 11] ( 24.270,  92.179)        225           187       8      14     7695
2018-131T02:58:48.8892Z [May 11] ( 23.972,  91.677)        591           281      14      35     7695
2018-131T02:58:49.9208Z [May 11] ( 24.178,  92.119)         35           264       2       3     7695
2018-131T02:58:50.0731Z [May 11] ( 24.031,  91.768)        371           223       9      20     7695
2018-131T02:58:50.2464Z [May 11] ( 24.102,  92.034)        715           259      16      39     7695
2018-131T02:58:50.2575Z [May 11] ( 24.338,  92.283)        127           150       5       7     7695
2018-131T02:58:50.9386Z [May 11] ( 24.109,  92.011)        107            73       3       7     7695
2018-131T02:58:51.4060Z [May 11] ( 24.412,  92.242)        126             5       2       6     7695
2018-131T02:58:51.8182Z [May 11] ( 24.325,  92.254)         52           148       2       3     7695
2018-131T02:58:52.2589Z [May 11] ( 24.498,  92.268)        312            55       5      15     7695
2018-131T02:58:53.8754Z [May 11] ( 24.029,  91.756)        100            98       3       8     7695
2018-131T02:58:56.0135Z [May 11] ( 24.409,  92.246)        480           320      12      24     7695
2018-131T02:58:56.0598Z [May 11] ( 24.062,  91.722)        867           254       9      55     7695
2018-131T02:58:58.1099Z [May 11] ( 25.712,  89.886)       1962           220      11      77     7695
2018-131T02:58:58.3642Z [May 11] ( 24.188,  91.923)       3592           531      53     172     7695
2018-131T02:58:58.5662Z [May 11] ( 24.354,  92.281)         17             0       1       1     7695
2018-131T02:58:58.6200Z [May 11] ( 24.237,  92.024)         11             0       1       1     7695
2018-131T02:58:58.7912Z [May 11] ( 24.295,  91.911)        521            92      11      30     7695
2018-131T02:58:58.8415Z [May 11] ( 24.428,  92.276)        138           102       4       7     7695
2018-131T02:58:59.8942Z [May 11] ( 24.337,  92.213)        253            60       2       8     7695
2018-131T02:59:00.5223Z [May 11] ( 24.200,  92.094)        173           343       7      13     7695
2018-131T02:59:00.9752Z [May 11] ( 24.435,  92.211)         92           218       4       5     7695
2018-131T02:59:01.4641Z [May 11] ( 24.100,  91.979)        472           245       5      15     7695
2018-131T02:59:01.7274Z [May 11] ( 24.473,  92.025)        383           268      17      25     7695
2018-131T02:59:01.8148Z [May 11] ( 24.546,  92.063)        492            68      14      32     7695
2018-131T02:59:01.8399Z [May 11] ( 24.100,  92.024)        190            39       3       9     7695
2018-131T02:59:01.8419Z [May 11] ( 24.020,  91.782)        532           329      12      28     7695
2018-131T02:59:01.8882Z [May 11] ( 24.510,  92.249)        122           180       2       6     7695
2018-131T02:59:02.8569Z [May 11] ( 24.639,  92.231)        440           424      10      26     7695
2018-131T02:59:04.0584Z [May 11] ( 25.534,  90.503)       1496           392      23      59     7695
2018-131T02:59:04.5529Z [May 11] ( 24.068,  91.738)        721           271       8      34     7695
2018-131T02:59:05.3890Z [May 11] ( 24.502,  92.275)        514           261      10      23     7695
2018-131T02:59:08.2553Z [May 11] ( 24.024,  91.757)        260           275      10      19     7695
2018-131T02:59:08.3392Z [May 11] ( 24.617,  92.185)        130            64       2       8     7695
2018-131T02:59:08.3930Z [May 11] ( 24.055,  92.042)         45            76       4       4     7695
2018-131T02:59:09.3382Z [May 11] ( 25.837,  89.885)       2189           829      49     107     7695
2018-131T02:59:09.7753Z [May 11] ( 24.324,  92.171)        242           120       5      14     7695
2018-131T02:59:09.8506Z [May 11] ( 23.939,  91.759)        123           121       4      10     7695
2018-131T02:59:09.9170Z [May 11] ( 24.079,  92.054)         71           191       2       6     7695
2018-131T02:59:10.1587Z [May 11] ( 25.803,  89.983)         44             3       3       3     7695
2018-131T02:59:10.7958Z [May 11] ( 23.962,  91.687)         22             0       1       2     7695
2018-131T02:59:11.0395Z [May 11] ( 24.023,  91.674)       1228           375       8      63     7695
2018-131T02:59:11.0395Z [May 11] ( 23.925,  91.833)         25             0       1       2     7695
2018-131T02:59:11.2491Z [May 11] ( 24.416,  92.257)        473           213      14      22     7695
2018-131T02:59:11.3149Z [May 11] ( 25.476,  90.364)        215           196       8      15     7695
2018-131T02:59:11.7892Z [May 11] ( 24.499,  92.281)        200            86       6      12     7695
2018-131T02:59:11.8073Z [May 11] ( 24.051,  91.904)         25            78       2       2     7695
2018-131T02:59:13.0213Z [May 11] ( 24.127,  92.007)       1790           322      20      67     7695
2018-131T02:59:14.9334Z [May 11] ( 24.052,  91.771)        366           202       8      20     7695
2018-131T02:59:15.1288Z [May 11] ( 24.513,  92.259)         93            51       4       6     7695
2018-131T02:59:15.2665Z [May 11] ( 24.671,  92.150)         52            12       2       3     7695
2018-131T02:59:15.7840Z [May 11] ( 23.959,  91.725)         12             0       1       1     7695
2018-131T02:59:16.2458Z [May 11] ( 24.379,  92.305)        197           270       4      10     7695
2018-131T02:59:16.7187Z [May 11] ( 24.296,  92.224)        192           173       4       9     7695
2018-131T02:59:16.8187Z [May 11] ( 24.091,  91.990)        117             9       2       5     7695
2018-131T02:59:17.3830Z [May 11] ( 24.072,  91.818)        443           211       5      19     7695
2018-131T02:59:17.6981Z [May 11] ( 24.424,  92.232)        273           392       6      16     7695
2018-131T02:59:19.7853Z [May 11] ( 24.256,  92.199)        443           375       7      18     7695
2018-131T02:59:19.7943Z [May 11] ( 24.134,  91.974)       1773           424      16      66     7695
2018-131T02:59:20.5998Z [May 11] ( 24.515,  92.281)        152           116       5       7     7695
2018-131T02:59:21.3983Z [May 11] ( 23.988,  91.798)       2227           405      15      85     7695
2018-131T02:59:22.3400Z [May 11] ( 24.070,  91.755)        434           157      10      29     7695
2018-131T02:59:25.9409Z [May 11] ( 24.320,  92.299)         89           143       4       6     7695
2018-131T02:59:26.0198Z [May 11] ( 24.159,  92.081)       1151           491      16      45     7695
2018-131T02:59:26.1002Z [May 11] ( 24.615,  92.240)         51           196       3       3     7695
2018-131T02:59:27.2047Z [May 11] ( 24.257,  92.342)        247           403       8      12     7695
2018-131T02:59:27.2263Z [May 11] ( 24.403,  92.216)         92            39       3       5     7695
2018-131T02:59:27.2585Z [May 11] ( 24.308,  92.352)        303           350       3       9     7695
2018-131T02:59:28.0660Z [May 11] ( 24.722,  92.268)        434           207       8      23     7695
2018-131T02:59:28.6499Z [May 11] ( 24.650,  92.312)        149            67       6      10     7695
2018-131T02:59:29.7569Z [May 11] ( 24.093,  91.770)        453           300      11      31     7695
2018-131T02:59:30.9262Z [May 11] ( 24.068,  91.773)        178           415       9      13     7695
2018-131T02:59:31.3628Z [May 11] ( 23.930,  91.809)        218           171       5      15     7695
2018-131T02:59:31.8964Z [May 11] ( 24.436,  92.247)        111           127       4       6     7695
2018-131T02:59:32.2331Z [May 11] ( 24.631,  92.186)         63           250       2       3     7695
2018-131T02:59:32.2331Z [May 11] ( 24.268,  92.243)         21             0       1       1     7695
2018-131T02:59:32.3462Z [May 11] ( 24.692,  92.182)         20             0       1       1     7695
2018-131T02:59:35.9662Z [May 11] ( 24.071,  91.977)         19             0       1       1     7695
