Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2018-075T01:18:10.7553Z [Mar 16] ( 25.219,  92.196)        140           280       5       9     6823
2018-075T01:18:49.1592Z [Mar 16] ( 25.209,  92.220)        432           402       9      22     6823
2018-075T01:19:13.6151Z [Mar 16] ( 25.218,  92.268)       1249           200       5      55     6823
2018-075T01:19:19.7672Z [Mar 16] ( 25.244,  92.247)        203           275       6      13     6823
2018-076T15:21:54.6708Z [Mar 17] ( 22.631,  88.034)       4887           603      52     192     6848
2018-076T15:21:56.5204Z [Mar 17] ( 22.744,  88.050)        320           166       7      13     6848
2018-076T15:22:00.4756Z [Mar 17] ( 22.575,  88.108)        263           109       6      23     6848
2018-076T15:22:02.2534Z [Mar 17] ( 22.740,  88.026)        288           101       8      16     6848
2018-076T15:22:09.1129Z [Mar 17] ( 22.742,  88.047)        312           224      12      23     6848
2018-076T15:22:15.0484Z [Mar 17] ( 22.631,  88.031)        966           411       8      34     6848
2018-076T15:22:15.1021Z [Mar 17] ( 22.635,  88.076)        501           359      10      21     6848
2018-076T15:22:16.0081Z [Mar 17] ( 22.762,  88.044)        264           193       8      16     6848
2018-076T15:22:21.0831Z [Mar 17] ( 23.101,  88.780)         24             0       1       2     6848
2018-076T15:22:21.4846Z [Mar 17] ( 23.028,  88.808)        314           284       8      24     6848
2018-076T15:22:21.6369Z [Mar 17] ( 22.793,  88.082)       5184           447      46     183     6848
2018-076T15:22:24.8635Z [Mar 17] ( 22.652,  88.062)        388           210       7      21     6848
2018-076T15:22:25.1853Z [Mar 17] ( 22.999,  88.776)         27             0       1       2     6848
2018-076T15:22:25.3074Z [Mar 17] ( 22.753,  88.034)         90           103       4       8     6848
2018-076T15:22:26.0554Z [Mar 17] ( 23.183,  88.827)        233           356       8      20     6848
2018-076T15:22:31.3411Z [Mar 17] ( 22.610,  88.069)        480           271      19      30     6848
2018-076T15:22:31.4586Z [Mar 17] ( 22.788,  88.081)       1630           400      20      70     6848
2018-076T15:22:35.4681Z [Mar 17] ( 22.636,  88.042)        267           278       9      18     6848
2018-076T15:22:38.0678Z [Mar 17] ( 22.746,  88.079)        533           202       7      23     6848
2018-076T15:22:39.5830Z [Mar 17] ( 22.771,  88.061)        108           134       2       6     6848
2018-076T15:22:40.2438Z [Mar 17] ( 22.651,  88.087)        663           365      15      46     6848
2018-076T15:22:44.8703Z [Mar 17] ( 23.141,  88.888)       1195           155      14      52     6848
2018-076T15:22:44.9296Z [Mar 17] ( 22.670,  88.101)       1595           508      22      74     6848
2018-076T15:22:45.7654Z [Mar 17] ( 22.649,  88.014)        175             0       1       9     6848
2018-076T15:22:46.4134Z [Mar 17] ( 22.765,  88.055)       2814           433      28     116     6848
2018-076T15:22:49.1475Z [Mar 17] ( 24.524,  91.766)         97           157       5       7     6848
2018-076T15:22:49.1585Z [Mar 17] ( 23.177,  88.771)        590           327      20      45     6848
2018-076T15:22:49.7277Z [Mar 17] ( 22.732,  88.120)         50             0       1       4     6848
2018-076T15:22:51.9835Z [Mar 17] ( 22.764,  88.081)        511           209      11      32     6848
2018-076T15:22:52.3578Z [Mar 17] ( 24.532,  91.806)       2693           397      18      86     6848
2018-076T15:22:52.7646Z [Mar 17] ( 23.103,  88.793)        138            23       3       9     6848
2018-076T15:22:54.1297Z [Mar 17] ( 22.636,  88.087)       1507           607      29      80     6848
2018-076T15:22:54.2226Z [Mar 17] ( 23.052,  88.790)       5548           446      55     202     6848
2018-076T15:22:54.3416Z [Mar 17] ( 22.615,  88.060)       1608           379       9      45     6848
2018-076T15:22:56.5797Z [Mar 17] ( 23.243,  88.774)       1677           434      19      96     6848
2018-076T15:22:57.8443Z [Mar 17] ( 22.746,  88.073)         57             2       2       4     6848
2018-076T15:22:59.0957Z [Mar 17] ( 24.540,  91.770)        458           200      12      22     6848
2018-076T15:23:01.6855Z [Mar 17] ( 22.609,  88.132)         12             0       1       1     6848
2018-076T15:23:02.3162Z [Mar 17] ( 22.595,  88.093)        328           234      11      21     6848
2018-076T15:23:04.4875Z [Mar 17] ( 24.571,  91.788)         88            38       6       8     6848
2018-076T15:23:04.8984Z [Mar 17] ( 22.765,  88.089)       1386           421      19      64     6848
2018-076T15:23:05.5407Z [Mar 17] ( 24.512,  91.790)        599           200      13      24     6848
2018-076T15:23:11.4490Z [Mar 17] ( 22.635,  88.101)        189            89       3       8     6848
2018-076T15:23:12.0352Z [Mar 17] ( 22.798,  88.143)       1507           879      33      86     6848
2018-076T15:23:12.8193Z [Mar 17] ( 22.770,  88.227)        510           189      11      33     6848
2018-076T15:23:12.8605Z [Mar 17] ( 24.549,  91.788)        664           206      17      29     6848
2018-076T15:23:12.9751Z [Mar 17] ( 22.702,  88.330)        223            73       6      18     6848
2018-076T15:23:14.9821Z [Mar 17] ( 23.193,  88.856)         57           153       2       5     6848
2018-076T15:23:17.1201Z [Mar 17] ( 22.640,  88.120)        224           218       9      14     6848
2018-076T15:23:20.9622Z [Mar 17] ( 24.561,  91.795)        613           284      18      37     6848
2018-076T15:23:20.9944Z [Mar 17] ( 24.527,  91.866)       2234           352      37     115     6848
2018-076T15:23:21.6817Z [Mar 17] ( 22.664,  88.088)        100             0       1       6     6848
2018-076T15:23:21.7104Z [Mar 17] ( 22.760,  88.075)        188           209       3       9     6848
2018-076T15:23:25.9831Z [Mar 17] ( 22.645,  88.129)        167           655       8      11     6848
2018-076T15:23:26.2666Z [Mar 17] ( 24.575,  91.668)        798           138       6      44     6848
2018-076T15:23:29.2607Z [Mar 17] ( 24.522,  91.811)       1519           408      18      61     6848
2018-076T15:23:30.5924Z [Mar 17] ( 24.487,  91.548)        772           404       7      34     6848
2018-076T15:23:33.8048Z [Mar 17] ( 23.122,  88.862)         46           157       2       4     6848
2018-076T15:23:34.1611Z [Mar 17] ( 24.502,  91.836)        116           119       2       7     6848
2018-076T15:23:37.1706Z [Mar 17] ( 24.635,  91.784)        573           116       3      30     6848
2018-076T15:23:37.4158Z [Mar 17] ( 24.593,  91.854)       1410           379      24      86     6848
2018-076T15:23:39.1302Z [Mar 17] ( 24.532,  91.810)        567           223       7      19     6848
2018-076T15:23:45.6436Z [Mar 17] ( 24.551,  91.809)        520           328      18      34     6848
2018-076T15:23:47.3390Z [Mar 17] ( 24.452,  91.632)        105           111       3       7     6848
2018-076T15:23:49.4545Z [Mar 17] ( 24.527,  91.821)        131            88       4       8     6848
2018-076T15:23:53.6021Z [Mar 17] ( 25.330,  92.409)        715           270      11      34     6848
2018-076T15:23:53.9800Z [Mar 17] ( 24.509,  91.823)        104            66       3       6     6848
2018-076T15:23:55.9849Z [Mar 17] ( 24.527,  91.856)       2816           707      40     122     6848
2018-076T15:24:00.6028Z [Mar 17] ( 24.648,  91.800)         62             0       1       5     6848
2018-076T15:24:00.9591Z [Mar 17] ( 24.556,  91.818)       1845           459      21      73     6848
2018-076T15:24:05.0023Z [Mar 17] ( 24.497,  91.823)         84           127       5       8     6848
2018-076T15:24:05.8011Z [Mar 17] ( 24.511,  91.575)         21             0       1       2     6848
2018-076T15:24:08.1095Z [Mar 17] ( 24.535,  92.020)        612           458      17      40     6848
2018-076T15:24:08.2170Z [Mar 17] ( 24.543,  91.842)       1724           374      23      67     6848
2018-076T15:24:16.0256Z [Mar 17] ( 24.535,  91.841)        825           501      15      33     6848
2018-076T15:24:16.0668Z [Mar 17] ( 24.544,  91.867)        136           116       4      11     6848
2018-076T15:24:16.6593Z [Mar 17] ( 24.578,  91.916)         12             0       1       1     6848
2018-076T15:24:17.9664Z [Mar 17] ( 24.662,  91.897)         45             0       1       4     6848
2018-076T15:24:34.2360Z [Mar 17] ( 25.340,  92.536)        183            80       5      12     6848
2018-076T15:24:35.6184Z [Mar 17] ( 25.286,  92.429)        126           130       6      11     6848
2018-081T22:24:59.6997Z [Mar 22] ( 26.661,  90.979)        249           343      10      18     6930
2018-081T22:25:07.3447Z [Mar 22] ( 26.475,  90.847)        136            91       6       8     6930
2018-081T22:25:07.6221Z [Mar 22] ( 26.526,  90.752)        716           209       8      37     6930
2018-081T22:25:11.3284Z [Mar 22] ( 26.603,  90.875)        306           191      13      20     6930
2018-081T22:25:14.6374Z [Mar 22] ( 26.537,  90.842)        199           103       7      13     6930
2018-081T22:25:17.8242Z [Mar 22] ( 26.424,  91.723)         84           232       4       6     6930
2018-081T22:25:18.8966Z [Mar 22] ( 26.516,  90.809)         47             3       3       3     6930
2018-081T22:25:19.3498Z [Mar 22] ( 26.399,  91.235)        550           410      16      41     6930
2018-081T22:25:19.6091Z [Mar 22] ( 26.334,  91.289)       1663           270      17      78     6930
2018-081T22:25:19.7488Z [Mar 22] ( 26.656,  90.615)         51           123       2       3     6930
2018-081T22:25:25.0948Z [Mar 22] ( 26.707,  91.021)       2375           868      52     133     6930
2018-081T22:25:25.7627Z [Mar 22] ( 26.105,  91.956)       5832           583      60     248     6930
2018-081T22:25:26.1692Z [Mar 22] ( 26.157,  91.738)         36           159       2       3     6930
2018-081T22:25:28.4877Z [Mar 22] ( 26.486,  90.848)         31            80       3       3     6930
2018-081T22:25:29.1395Z [Mar 22] ( 26.385,  91.282)        573           203       6      37     6930
2018-081T22:25:36.3729Z [Mar 22] ( 26.505,  90.839)        390           211      15      28     6930
2018-081T22:25:36.5467Z [Mar 22] ( 26.668,  91.007)        440           192       9      22     6930
2018-081T22:25:41.5607Z [Mar 22] ( 26.220,  91.558)       1586           479      26      84     6930
2018-081T22:25:45.0285Z [Mar 22] ( 26.105,  91.477)        229           116       8      19     6930
2018-081T22:25:47.4007Z [Mar 22] ( 26.430,  91.127)         93            52       8       8     6930
2018-081T22:25:48.6474Z [Mar 22] ( 26.482,  90.848)         33             5       3       3     6930
2018-081T22:25:50.8277Z [Mar 22] ( 26.509,  90.828)        117           195       3      10     6930
2018-081T22:25:51.6117Z [Mar 22] ( 26.626,  90.638)        186             5       3      10     6930
2018-081T22:25:54.0091Z [Mar 22] ( 26.612,  90.857)        279            66       2      17     6930
2018-081T22:25:54.6557Z [Mar 22] ( 26.529,  90.888)       1587           293      23      70     6930
2018-081T22:25:55.4129Z [Mar 22] ( 26.681,  91.033)       1267           338      18      55     6930
2018-081T22:25:58.8597Z [Mar 22] ( 26.488,  90.839)        368           220      16      26     6930
2018-081T22:26:03.4482Z [Mar 22] ( 26.374,  91.325)        135            21       2       8     6930
2018-081T22:26:04.4133Z [Mar 22] ( 26.398,  91.482)         60             0       1       4     6930
2018-081T22:26:05.5559Z [Mar 22] ( 26.651,  90.890)        534            99       3      35     6930
2018-081T22:26:06.2629Z [Mar 22] ( 26.114,  91.542)        373           252       7      18     6930
2018-081T22:26:16.3988Z [Mar 22] ( 26.147,  91.614)        262           184       5      14     6930
2018-081T22:26:16.4128Z [Mar 22] ( 26.162,  91.543)         87            73       6       7     6930
2018-081T22:26:16.5993Z [Mar 22] ( 26.072,  91.626)         42             0       1       4     6930
2018-081T22:26:28.8105Z [Mar 22] ( 26.654,  90.631)         27            68       2       2     6930
2018-081T22:26:31.8295Z [Mar 22] ( 26.560,  90.909)         56            89       2       5     6930
2018-081T22:26:32.5506Z [Mar 22] ( 26.525,  90.838)        517           231      16      29     6930
2018-082T13:22:20.2191Z [Mar 23] ( 26.926,  89.148)        368            35       3      13     6940
2018-082T13:22:31.9007Z [Mar 23] ( 26.973,  89.220)        885           436      24      51     6940
2018-082T13:22:35.0050Z [Mar 23] ( 26.966,  89.146)        346           166       8      18     6940
2018-082T13:22:46.3223Z [Mar 23] ( 26.956,  89.172)        561           392      18      31     6940
2018-082T13:22:47.6474Z [Mar 23] ( 26.983,  89.323)        108           185       3       8     6940
2018-082T13:23:00.5511Z [Mar 23] ( 26.945,  89.194)        114           109       8       9     6940
2018-082T13:23:02.2283Z [Mar 23] ( 26.968,  89.298)         50            37       2       4     6940
2018-082T13:23:07.0608Z [Mar 23] ( 26.959,  89.168)        327           105      12      24     6940
2018-082T13:23:08.1899Z [Mar 23] ( 26.978,  89.221)        286           196      11      22     6940
2018-082T13:23:19.3977Z [Mar 23] ( 26.947,  89.168)        174           150       8      14     6940
2018-082T13:23:30.5642Z [Mar 23] ( 26.985,  89.291)         93            23       4       7     6940
2018-082T13:23:34.0576Z [Mar 23] ( 26.925,  89.201)        228           211       9      15     6940
2018-082T13:23:36.5197Z [Mar 23] ( 26.973,  89.189)        103           125       7       9     6940
2018-082T13:23:42.5889Z [Mar 23] ( 26.972,  89.235)        121            53       4       8     6940
2018-082T13:23:50.2681Z [Mar 23] ( 26.954,  89.195)        171            53       8      12     6940
2018-083T12:29:38.2235Z [Mar 24] ( 23.774,  88.947)        384           166       6      15     6955
2018-083T12:29:40.8202Z [Mar 24] ( 23.778,  88.971)        154             0       1       5     6955
2018-083T12:29:41.2498Z [Mar 24] ( 23.782,  89.084)        708           567      17      52     6955
2018-083T12:29:41.4559Z [Mar 24] ( 23.858,  88.957)        208           164       3      13     6955
2018-083T12:29:43.4237Z [Mar 24] ( 24.056,  88.990)        289           107       6      17     6955
2018-083T12:29:44.4799Z [Mar 24] ( 24.129,  89.065)         85           103       3       6     6955
2018-083T12:29:44.8111Z [Mar 24] ( 23.750,  88.952)        108            66       4       6     6955
2018-083T12:29:45.2227Z [Mar 24] ( 23.844,  88.956)        544           171       5      34     6955
